Customer ID,City,Country,Location Code,Gender,Marital Status,Education,Employment Status,Income (USD),Effective To Date,Customer Lifetime Value (USD),Coverage,Monthly Premium Auto (USD),Number of Policies,Policy Type,Policy,Months Since Policy Inception,Months Since Last Claim,Sales Channel,Response,Renew Offer Type,Number of Open Complaints,Total Claim Amount (USD),Vehicle Class,Vehicle Size
LP76290,Jaww,Bahrain,Suburban,M,Single,Master,Employed,"62,588.00",30-Jan-11,"8,246.83",Premium,104.00,3,Special Auto,Special L2,22,21,Web,No,Offer4,0,499.20,Four-Door Car,Medsize
UF93434,Jaww,Bahrain,Suburban,F,Divorced,College,Employed,"22,050.00",13-Feb-11,"2,548.39",Basic,66.00,1,Personal Auto,Personal L3,47,9,Call Center,No,Offer3,0,316.80,Four-Door Car,Medsize
VW70435,Jaww,Bahrain,Suburban,M,Married,Bachelor,Employed,"25,632.00",26-Jan-11,"4,929.55",Basic,63.00,7,Personal Auto,Personal L3,52,27,Call Center,Yes,Offer2,0,351.27,Two-Door Car,Medsize
AV96010,Jaww,Bahrain,Rural,M,Single,College,Employed,"40,097.00",29-Jan-11,"3,289.12",Extended,92.00,1,Personal Auto,Personal L2,35,23,Call Center,No,Offer1,4,227.22,Two-Door Car,Medsize
DX70966,Sitra,Bahrain,Rural,F,Single,College,Employed,"50,071.00",11-Jan-11,"2,771.05",Basic,71.00,1,Personal Auto,Personal L2,32,3,Agent,Yes,Offer2,0,18.92,Two-Door Car,Medsize
VW65429,Saar,Bahrain,Urban,M,Married,High School or Below,Employed,"37,308.00",20-Jan-11,"6,899.71",Extended,86.00,9,Personal Auto,Personal L2,69,19,Agent,No,Offer1,0,301.01,Four-Door Car,Medsize
LY17372,Saar,Bahrain,Suburban,M,Divorced,College,Employed,"44,743.00",28-Feb-11,"5,112.31",Extended,137.00,1,Personal Auto,Personal L3,55,16,Branch,No,Offer1,4,741.30,SUV,Small
BE61743,Manama,Bahrain,Urban,M,Married,Bachelor,Employed,"86,657.00",28-Jan-11,"4,109.79",Basic,103.00,1,Personal Auto,Personal L3,51,22,Web,No,Offer3,0,316.23,Sports Car,Small
GP56044,Manama,Bahrain,Suburban,M,Married,High School or Below,Employed,"84,306.00",22-Jan-11,"27,440.61",Extended,137.00,2,Personal Auto,Personal L3,37,16,Agent,No,Offer2,0,863.41,SUV,Large
EA63660,Riffa,Bahrain,Suburban,F,Single,College,Unemployed,0.00,24-Jan-11,"20,957.61",Basic,118.00,2,Personal Auto,Personal L3,45,29,Agent,No,Offer1,0,566.40,SUV,Medsize
DP50640,Riffa,Bahrain,Suburban,M,Married,Bachelor,Employed,"47,346.00",5-Jan-11,"2,548.84",Basic,65.00,1,Personal Auto,Personal L3,35,6,Call Center,No,Offer2,0,312.00,Four-Door Car,Small
MM45897,Sitra,Bahrain,Suburban,M,Married,Bachelor,Employed,"88,545.00",12-Feb-11,"2,714.65",Basic,68.00,1,Personal Auto,Personal L3,33,25,Call Center,No,Offer3,0,374.11,Four-Door Car,Large
OZ86942,Riffa,Bahrain,Suburban,F,Married,Bachelor,Employed,"52,443.00",31-Jan-11,"5,790.46",Basic,73.00,4,Corporate Auto,Corporate L3,47,0,Agent,No,Offer2,1,350.40,Four-Door Car,Medsize
WI65397,Jaww,Bahrain,Rural,F,Divorced,Bachelor,Employed,"36,084.00",17-Feb-11,"7,627.31",Extended,99.00,7,Corporate Auto,Corporate L2,9,3,Agent,No,Offer1,1,152.78,Two-Door Car,Medsize
OQ69520,Saar,Bahrain,Rural,F,Divorced,Master,Employed,"35,406.00",3-Feb-11,"7,903.99",Basic,69.00,2,Corporate Auto,Corporate L3,15,13,Agent,No,Offer1,4,67.50,Four-Door Car,Small
QK12068,Jaww,Bahrain,Suburban,F,Single,High School or Below,Unemployed,0.00,17-Jan-11,"5,293.72",Basic,74.00,4,Personal Auto,Personal L3,43,14,Agent,No,Offer4,0,712.13,Four-Door Car,Small
KF98735,Riffa,Bahrain,Urban,M,Married,Bachelor,Employed,"41,185.00",31-Jan-11,"3,673.99",Extended,99.00,1,Special Auto,Special L3,6,20,Agent,No,Offer2,4,363.61,Four-Door Car,Medsize
BH28530,Riffa,Bahrain,Suburban,M,Married,High School or Below,Employed,"51,204.00",15-Jan-11,"21,592.10",Premium,181.00,2,Personal Auto,Personal L2,23,28,Web,No,Offer4,0,929.55,Sports Car,Medsize
DW62043,Jaww,Bahrain,Suburban,F,Divorced,College,Employed,"30,216.00",5-Feb-11,"2,452.06",Basic,63.00,1,Corporate Auto,Corporate L3,74,18,Call Center,No,Offer2,0,302.40,Four-Door Car,Medsize
AF41118,Riffa,Bahrain,Suburban,M,Married,College,Medical Leave,"10,710.00",5-Jan-11,"7,255.71",Extended,94.00,7,Personal Auto,Personal L2,33,12,Branch,No,Offer1,0,451.20,Two-Door Car,Small
KI82366,Saar,Bahrain,Suburban,M,Single,College,Unemployed,0.00,13-Jan-11,"7,412.96",Premium,112.00,5,Personal Auto,Personal L3,74,32,Call Center,No,Offer4,0,806.40,Four-Door Car,Medsize
GF97506,Sitra,Bahrain,Suburban,M,Married,High School or Below,Unemployed,0.00,24-Jan-11,"9,048.98",Basic,119.00,3,Personal Auto,Personal L2,8,9,Web,Yes,Offer2,0,571.20,Sports Car,Medsize
UQ62739,Jaww,Bahrain,Suburban,M,Married,College,Unemployed,0.00,19-Jan-11,"4,270.03",Extended,122.00,1,Corporate Auto,Corporate L3,2,27,Agent,Yes,Offer2,0,725.87,SUV,Medsize
WY58555,Jaww,Bahrain,Suburban,M,Married,Bachelor,Employed,"25,632.00",26-Jan-11,"4,929.55",Basic,63.00,7,Personal Auto,Personal L3,52,27,Call Center,Yes,Offer2,0,351.27,Two-Door Car,Medsize
PU11172,Jaww,Bahrain,Suburban,F,Single,High School or Below,Unemployed,0.00,10-Jan-11,"3,539.97",Extended,99.00,1,Personal Auto,Personal L3,87,13,Web,No,Offer1,0,"1,158.86",Four-Door Car,Medsize
DN30013,Jaww,Bahrain,Urban,F,Married,College,Employed,"53,295.00",16-Jan-11,"5,568.89",Basic,70.00,8,Personal Auto,Personal L3,97,12,Branch,No,Offer3,0,250.42,Four-Door Car,Small
ZI60303,Jaww,Bahrain,Suburban,M,Single,High School or Below,Unemployed,0.00,28-Jan-11,"9,817.03",Extended,139.00,6,Personal Auto,Personal L2,22,9,Branch,No,Offer3,0,"1,000.80",Sports Car,Medsize
MR56401,Jaww,Bahrain,Suburban,F,Married,College,Employed,"37,072.00",13-Feb-11,"2,542.85",Basic,64.00,1,Personal Auto,Personal L3,1,1,Call Center,No,Offer3,0,307.20,Four-Door Car,Large
FM14335,Manama,Bahrain,Rural,F,Divorced,College,Employed,"61,108.00",1-Feb-11,"10,484.92",Extended,89.00,2,Personal Auto,Personal L1,93,22,Agent,Yes,Offer2,0,49.45,Four-Door Car,Medsize
FK54851,Riffa,Bahrain,Suburban,M,Married,High School or Below,Employed,"79,880.00",31-Jan-11,"6,310.40",Extended,79.00,7,Personal Auto,Personal L3,68,22,Branch,No,Offer2,1,568.80,Two-Door Car,Medsize
YF38355,Manama,Bahrain,Suburban,M,Divorced,Master,Employed,"81,580.00",25-Feb-11,"8,106.22",Basic,101.00,6,Personal Auto,Personal L3,56,2,Web,No,Offer2,0,633.44,SUV,Medsize
TN39471,Saar,Bahrain,Suburban,F,Married,High School or Below,Unemployed,0.00,8-Feb-11,"3,398.01",Extended,92.00,1,Personal Auto,Personal L2,75,7,Agent,No,Offer4,0,611.84,Two-Door Car,Medsize
MT53449,Saar,Bahrain,Suburban,F,Married,Master,Retired,"19,614.00",17-Feb-11,"16,301.97",Extended,85.00,2,Personal Auto,Personal L3,32,21,Agent,Yes,Offer2,0,574.02,Two-Door Car,Medsize
DV22542,Riffa,Bahrain,Urban,M,Divorced,High School or Below,Employed,"58,620.00",27-Jan-11,"2,722.41",Basic,68.00,1,Personal Auto,Personal L3,60,8,Branch,No,Offer2,0,292.14,Two-Door Car,Large
TO82744,Riffa,Bahrain,Suburban,F,Single,High School or Below,Unemployed,0.00,4-Jan-11,"15,789.65",Extended,212.00,4,Personal Auto,Personal L3,51,28,Agent,No,Offer3,0,"1,526.40",Luxury SUV,Large
OG17756,Saar,Bahrain,Suburban,F,Divorced,College,Retired,"12,902.00",14-Feb-11,"4,904.89",Extended,139.00,1,Personal Auto,Personal L2,51,3,Agent,Yes,Offer1,0,667.20,Sports Car,Medsize
DO51363,Jaww,Bahrain,Suburban,F,Married,Bachelor,Employed,"26,318.00",4-Feb-11,"3,785.75",Extended,96.00,1,Personal Auto,Personal L1,29,23,Call Center,No,Offer2,0,679.39,Two-Door Car,Medsize
BJ26599,Jaww,Bahrain,Suburban,M,Single,Bachelor,Retired,"20,263.00",2-Jan-11,"4,200.82",Basic,63.00,7,Personal Auto,Personal L3,2,31,Agent,No,Offer1,0,373.45,Four-Door Car,Small
LX24476,Jaww,Bahrain,Urban,F,Married,Bachelor,Unemployed,0.00,24-Jan-11,"3,619.06",Extended,98.00,1,Personal Auto,Personal L3,47,27,Web,No,Offer2,0,310.84,Four-Door Car,Medsize
IO63361,Saar,Bahrain,Rural,M,Divorced,College,Employed,"52,819.00",16-Feb-11,"4,880.71",Extended,124.00,1,Personal Auto,Personal L1,89,16,Branch,No,Offer1,0,282.50,SUV,Medsize
SD30853,Jaww,Bahrain,Suburban,F,Single,College,Employed,"63,918.00",7-Feb-11,"12,687.15",Basic,64.00,2,Personal Auto,Personal L1,14,4,Agent,No,Offer3,0,307.20,Four-Door Car,Small
OJ41819,Jaww,Bahrain,Suburban,F,Divorced,College,Unemployed,0.00,2-Feb-11,"4,848.90",Basic,66.00,3,Personal Auto,Personal L1,60,11,Call Center,No,Offer3,0,316.80,Four-Door Car,Small
MO63575,Jaww,Bahrain,Suburban,F,Single,Bachelor,Retired,"23,904.00",27-Feb-11,"4,334.06",Extended,123.00,1,Corporate Auto,Corporate L3,67,1,Agent,Yes,Offer1,3,590.40,SUV,Medsize
BV16459,Jaww,Bahrain,Urban,M,Married,College,Unemployed,0.00,22-Feb-11,"6,677.42",Extended,97.00,9,Personal Auto,Personal L3,77,10,Call Center,No,Offer3,1,251.64,Two-Door Car,Medsize
YV93784,Saar,Bahrain,Urban,F,Married,Master,Employed,"69,736.00",21-Feb-11,"8,973.11",Basic,111.00,3,Personal Auto,Personal L3,7,11,Branch,No,Offer1,0,424.42,SUV,Medsize
UF32055,Riffa,Bahrain,Urban,M,Divorced,Bachelor,Employed,"69,700.00",10-Feb-11,"7,109.30",Premium,181.00,1,Personal Auto,Personal L2,49,9,Web,No,Offer2,0,645.92,SUV,Medsize
UQ16798,Saar,Bahrain,Suburban,F,Married,College,Employed,"35,482.00",14-Feb-11,"10,208.93",Extended,129.00,3,Personal Auto,Personal L2,59,21,Branch,Yes,Offer1,0,619.20,SUV,Medsize
LS59637,Saar,Bahrain,Suburban,F,Married,College,Retired,"14,030.00",24-Jan-11,"2,719.51",Basic,72.00,1,Corporate Auto,Corporate L2,3,11,Branch,Yes,Offer2,0,345.60,Two-Door Car,Large
TX35617,Riffa,Bahrain,Urban,F,Married,Bachelor,Employed,"50,909.00",22-Jan-11,"4,465.60",Basic,112.00,1,Personal Auto,Personal L3,39,11,Branch,No,Offer2,0,339.05,SUV,Medsize
EX89625,Saar,Bahrain,Suburban,F,Married,Bachelor,Employed,"96,406.00",10-Jan-11,"5,593.43",Basic,69.00,8,Personal Auto,Personal L1,64,16,Web,No,Offer2,0,331.20,Two-Door Car,Medsize
FD11364,Jaww,Bahrain,Suburban,F,Single,Bachelor,Employed,"77,001.00",31-Jan-11,"6,769.00",Extended,85.00,3,Special Auto,Special L3,58,4,Call Center,No,Offer2,0,408.00,Four-Door Car,Medsize
FA90076,Jaww,Bahrain,Suburban,F,Single,Bachelor,Unemployed,0.00,7-Feb-11,"2,454.59",Basic,72.00,1,Personal Auto,Personal L3,4,25,Branch,No,Offer2,0,518.40,Two-Door Car,Medsize
BG96711,Riffa,Bahrain,Suburban,M,Divorced,Bachelor,Employed,"24,732.00",11-Jan-11,"2,576.38",Basic,67.00,1,Corporate Auto,Corporate L3,49,4,Branch,No,Offer2,0,321.60,Four-Door Car,Small
PW31239,Jaww,Bahrain,Rural,F,Married,College,Employed,"40,864.00",26-Feb-11,"4,282.95",Basic,109.00,1,Personal Auto,Personal L3,70,16,Agent,Yes,Offer1,1,166.94,SUV,Medsize
MD95935,Riffa,Bahrain,Suburban,F,Married,Bachelor,Employed,"43,145.00",11-Jan-11,"5,845.43",Basic,73.00,6,Corporate Auto,Corporate L3,0,1,Web,No,Offer3,0,516.42,Two-Door Car,Medsize
UL10037,Jaww,Bahrain,Rural,F,Divorced,College,Employed,"61,108.00",1-Feb-11,"10,484.92",Extended,89.00,2,Corporate Auto,Corporate L1,93,22,Agent,Yes,Offer2,0,49.45,Four-Door Car,Medsize
RE67051,Riffa,Bahrain,Suburban,M,Married,Bachelor,Employed,"34,236.00",11-Feb-11,"5,509.38",Basic,70.00,8,Corporate Auto,Corporate L2,87,3,Agent,No,Offer1,0,336.00,Four-Door Car,Small
SB44315,Saar,Bahrain,Suburban,M,Married,College,Employed,"39,010.00",2-Feb-11,"3,011.34",Extended,78.00,1,Personal Auto,Personal L3,99,27,Agent,No,Offer1,2,374.40,Four-Door Car,Medsize
OX21474,Riffa,Bahrain,Suburban,M,Single,High School or Below,Employed,"88,867.00",23-Jan-11,"2,698.36",Basic,69.00,1,Personal Auto,Personal L1,2,6,Web,No,Offer3,1,331.20,Four-Door Car,Medsize
HN60464,Riffa,Bahrain,Urban,M,Married,Bachelor,Unemployed,0.00,16-Feb-11,"6,105.80",Extended,84.00,5,Personal Auto,Personal L2,57,0,Branch,No,Offer3,0,395.74,Four-Door Car,Medsize
TJ51874,Manama,Bahrain,Suburban,M,Married,High School or Below,Medical Leave,"13,908.00",13-Feb-11,"8,558.04",Basic,116.00,8,Corporate Auto,Corporate L3,74,12,Web,No,Offer1,2,804.13,SUV,Medsize
PB63095,Manama,Bahrain,Suburban,M,Single,High School or Below,Unemployed,0.00,1-Jan-11,"5,568.95",Extended,79.00,7,Personal Auto,Personal L2,53,21,Agent,Yes,Offer1,1,407.44,Two-Door Car,Medsize
VR81851,Jaww,Bahrain,Suburban,F,Single,College,Unemployed,0.00,25-Jan-11,"11,042.29",Basic,64.00,2,Personal Auto,Personal L3,91,14,Agent,No,Offer2,0,415.80,Four-Door Car,Medsize
DP13082,Riffa,Bahrain,Rural,M,Married,Bachelor,Employed,"76,358.00",31-Jan-11,"23,594.68",Basic,66.00,2,Personal Auto,Personal L3,3,25,Agent,Yes,Offer3,0,86.46,Four-Door Car,Medsize
LP34743,Jaww,Bahrain,Suburban,F,Married,Bachelor,Medical Leave,"13,037.00",10-Jan-11,"4,726.87",Extended,124.00,1,Personal Auto,Personal L3,49,28,Agent,Yes,Offer2,0,839.35,SUV,Small
GO75708,Saar,Bahrain,Rural,F,Married,Master,Disabled,"17,200.00",6-Feb-11,"6,054.49",Extended,83.00,8,Personal Auto,Personal L2,62,5,Branch,No,Offer1,4,48.78,Four-Door Car,Medsize
UD99460,Manama,Bahrain,Suburban,M,Single,Bachelor,Employed,"67,772.00",9-Jan-11,"9,654.52",Extended,82.00,2,Personal Auto,Personal L1,27,29,Branch,No,Offer4,0,502.58,Four-Door Car,Medsize
MJ77630,Jaww,Bahrain,Urban,M,Married,High School or Below,Employed,"39,891.00",10-Feb-11,"47,155.63",Extended,133.00,2,Personal Auto,Personal L3,31,12,Agent,No,Offer1,0,630.89,SUV,Medsize
OO49507,Manama,Bahrain,Urban,F,Married,Doctor,Employed,"52,957.00",3-Feb-11,"4,530.39",Basic,112.00,1,Personal Auto,Personal L2,92,14,Branch,No,Offer1,0,425.42,Sports Car,Medsize
GB12561,Jaww,Bahrain,Suburban,F,Single,College,Unemployed,0.00,27-Feb-11,"7,276.34",Basic,108.00,3,Corporate Auto,Corporate L3,84,11,Agent,No,Offer1,2,777.60,Sports Car,Medsize
PW69692,Jaww,Bahrain,Urban,F,Married,College,Employed,"93,272.00",6-Jan-11,"3,861.49",Extended,95.00,1,Personal Auto,Personal L2,54,3,Branch,Yes,Offer2,0,281.11,Four-Door Car,Medsize
SM36624,Saar,Bahrain,Suburban,M,Single,High School or Below,Unemployed,0.00,23-Jan-11,"7,054.78",Extended,207.00,1,Personal Auto,Personal L3,96,32,Call Center,No,Offer2,0,"1,490.40",Luxury SUV,Medsize
DA61021,Riffa,Bahrain,Urban,M,Married,Master,Employed,"40,467.00",4-Jan-11,"15,167.04",Basic,197.00,3,Personal Auto,Personal L2,84,1,Agent,No,Offer1,3,518.78,Luxury SUV,Medsize
KJ72146,Jaww,Bahrain,Suburban,M,Divorced,Bachelor,Employed,"30,895.00",20-Jan-11,"7,126.47",Basic,62.00,2,Personal Auto,Personal L2,35,10,Web,No,Offer4,0,297.60,Four-Door Car,Small
XJ61632,Jaww,Bahrain,Suburban,M,Single,Bachelor,Unemployed,0.00,16-Jan-11,"2,034.99",Basic,62.00,1,Personal Auto,Personal L1,59,29,Web,No,Offer1,2,446.40,Four-Door Car,Medsize
CO23919,Jaww,Bahrain,Rural,F,Single,Bachelor,Employed,"90,607.00",10-Jan-11,"30,718.81",Basic,109.00,2,Special Auto,Special L2,48,1,Agent,No,Offer2,0,243.47,SUV,Medsize
PV24005,Jaww,Bahrain,Suburban,M,Single,High School or Below,Unemployed,0.00,8-Feb-11,"4,221.31",Basic,62.00,3,Personal Auto,Personal L1,68,12,Web,No,Offer3,0,614.08,Four-Door Car,Small
YD22081,Saar,Bahrain,Urban,F,Married,College,Employed,"45,668.00",13-Jan-11,"9,701.03",Extended,80.00,2,Personal Auto,Personal L3,55,7,Branch,No,Offer2,0,344.77,Four-Door Car,Medsize
SG51259,Riffa,Bahrain,Suburban,F,Single,High School or Below,Unemployed,0.00,5-Jan-11,"4,502.87",Extended,129.00,1,Personal Auto,Personal L1,11,10,Agent,No,Offer1,0,"1,486.41",SUV,Medsize
OK31456,Riffa,Bahrain,Suburban,F,Single,Bachelor,Employed,"51,643.00",24-Jan-11,"11,009.13",Premium,283.00,1,Corporate Auto,Corporate L3,43,16,Agent,Yes,Offer2,0,"1,358.40",Luxury Car,Medsize
UN38117,Riffa,Bahrain,Urban,F,Married,College,Unemployed,0.00,16-Jan-11,"2,713.56",Basic,74.00,1,Personal Auto,Personal L3,77,35,Call Center,No,Offer4,0,299.64,Four-Door Car,Medsize
TN17395,Riffa,Bahrain,Suburban,M,Married,College,Unemployed,0.00,30-Jan-11,"22,103.51",Basic,102.00,2,Personal Auto,Personal L3,48,35,Branch,Yes,Offer1,0,489.60,SUV,Medsize
UO49439,Jaww,Bahrain,Rural,M,Divorced,College,Employed,"90,289.00",21-Jan-11,"5,633.53",Basic,71.00,3,Personal Auto,Personal L1,10,9,Agent,No,Offer1,1,22.19,Four-Door Car,Medsize
JK13254,Jaww,Bahrain,Suburban,M,Married,Bachelor,Retired,"29,465.00",17-Jan-11,"4,237.37",Basic,118.00,1,Personal Auto,Personal L3,49,24,Web,No,Offer1,1,566.40,SUV,Medsize
BL29240,Jaww,Bahrain,Rural,M,Married,Bachelor,Employed,"81,893.00",4-Feb-11,"2,858.29",Basic,73.00,1,Corporate Auto,Corporate L2,70,20,Call Center,No,Offer2,3,151.38,Four-Door Car,Medsize
IP81759,Sitra,Bahrain,Suburban,M,Single,High School or Below,Employed,"60,613.00",6-Jan-11,"9,366.82",Extended,240.00,1,Personal Auto,Personal L1,52,3,Call Center,No,Offer4,0,"1,152.00",Luxury Car,Small
DY18947,Saar,Bahrain,Rural,F,Married,High School or Below,Employed,"60,423.00",21-Feb-11,"9,152.49",Premium,114.00,9,Personal Auto,Personal L3,44,23,Call Center,No,Offer1,0,137.61,Four-Door Car,Medsize
PY98041,Jaww,Bahrain,Suburban,M,Single,Bachelor,Employed,"27,166.00",20-Jan-11,"5,406.88",Basic,71.00,5,Personal Auto,Personal L3,51,29,Web,No,Offer2,0,340.80,Four-Door Car,Medsize
GP99578,Sitra,Bahrain,Suburban,F,Single,High School or Below,Unemployed,0.00,13-Jan-11,"7,086.18",Basic,196.00,1,Personal Auto,Personal L3,38,10,Branch,No,Offer1,0,"1,644.69",Luxury SUV,Medsize
QB15706,Manama,Bahrain,Suburban,F,Married,College,Unemployed,0.00,15-Feb-11,"17,288.55",Premium,158.00,2,Special Auto,Special L3,10,3,Agent,No,Offer3,0,758.40,SUV,Small
PY42157,Manama,Bahrain,Suburban,F,Married,High School or Below,Employed,"62,006.00",27-Jan-11,"2,472.25",Basic,61.00,1,Personal Auto,Personal L2,96,31,Agent,No,Offer4,0,292.80,Four-Door Car,Large
FM38725,Jaww,Bahrain,Suburban,F,Single,High School or Below,Unemployed,0.00,21-Feb-11,"2,432.17",Basic,69.00,1,Personal Auto,Personal L3,50,2,Web,No,Offer4,0,764.20,Four-Door Car,Medsize
QX84402,Riffa,Bahrain,Suburban,F,Single,College,Retired,"13,663.00",1-Feb-11,"25,464.82",Extended,97.00,2,Corporate Auto,Corporate L3,66,1,Branch,Yes,Offer1,0,465.60,Four-Door Car,Small
DH95491,Riffa,Bahrain,Suburban,M,Married,High School or Below,Unemployed,0.00,26-Feb-11,"2,229.36",Basic,61.00,1,Personal Auto,Personal L3,57,27,Call Center,No,Offer2,0,292.80,Four-Door Car,Medsize
JH36501,Saar,Bahrain,Urban,M,Single,Doctor,Employed,"97,673.00",23-Jan-11,"2,507.88",Basic,63.00,1,Personal Auto,Personal L3,49,21,Agent,No,Offer4,0,178.76,Four-Door Car,Medsize
DG46291,Sitra,Bahrain,Urban,F,Married,High School or Below,Employed,"96,276.00",21-Jan-11,"9,500.08",Premium,117.00,6,Personal Auto,Personal L1,81,33,Call Center,No,Offer1,0,553.50,Four-Door Car,Medsize
LY14355,Manama,Bahrain,Suburban,F,Married,High School or Below,Employed,"73,847.00",27-Feb-11,"2,935.99",Basic,73.00,1,Personal Auto,Personal L2,51,34,Web,No,Offer2,1,350.40,Two-Door Car,Small
AU94279,Riffa,Bahrain,Suburban,M,Single,High School or Below,Employed,"24,976.00",3-Jan-11,"5,493.02",Basic,72.00,3,Personal Auto,Personal L3,60,2,Agent,No,Offer3,1,566.20,Two-Door Car,Medsize
AG62140,Riffa,Bahrain,Suburban,F,Married,College,Employed,"33,716.00",5-Jan-11,"5,386.33",Basic,68.00,3,Personal Auto,Personal L2,67,18,Agent,No,Offer1,1,349.43,Four-Door Car,Small
YK66939,Saar,Bahrain,Suburban,F,Single,College,Medical Leave,"23,480.00",25-Jan-11,"4,384.85",Basic,117.00,1,Personal Auto,Personal L2,89,6,Call Center,No,Offer3,0,842.40,SUV,Medsize
BA75404,Jaww,Bahrain,Urban,F,Married,Doctor,Employed,"77,221.00",19-Jan-11,"5,789.85",Basic,71.00,7,Personal Auto,Personal L3,49,2,Call Center,No,Offer2,0,259.59,Four-Door Car,Medsize
ZG10765,Sitra,Bahrain,Suburban,F,Married,Bachelor,Unemployed,0.00,19-Jan-11,"5,678.05",Extended,76.00,3,Personal Auto,Personal L2,44,8,Agent,Yes,Offer2,0,364.80,Four-Door Car,Small
TA22923,Saar,Bahrain,Suburban,M,Married,Master,Employed,"40,463.00",16-Jan-11,"4,944.24",Basic,61.00,6,Personal Auto,Personal L3,21,17,Branch,No,Offer3,0,292.80,Four-Door Car,Small
OM55336,Sitra,Bahrain,Urban,M,Single,College,Employed,"60,920.00",6-Feb-11,"7,507.46",Basic,64.00,2,Personal Auto,Personal L2,61,10,Agent,Yes,Offer2,0,231.20,Two-Door Car,Medsize
MB60322,Saar,Bahrain,Urban,F,Married,Doctor,Employed,"68,931.00",22-Feb-11,"5,332.46",Basic,66.00,7,Special Auto,Special L2,30,32,Branch,Yes,Offer2,0,309.58,Four-Door Car,Medsize
FS97588,Jaww,Bahrain,Urban,F,Married,Bachelor,Employed,"88,251.00",22-Feb-11,"5,475.34",Basic,68.00,3,Personal Auto,Personal L3,2,3,Branch,No,Offer4,0,267.21,Four-Door Car,Medsize
OX73233,Jaww,Bahrain,Suburban,F,Single,College,Unemployed,0.00,26-Feb-11,"2,274.65",Basic,65.00,1,Corporate Auto,Corporate L3,40,21,Web,No,Offer3,0,468.00,Two-Door Car,Small
KR25511,Manama,Bahrain,Suburban,M,Single,High School or Below,Employed,"26,876.00",12-Jan-11,"6,005.21",Extended,76.00,8,Corporate Auto,Corporate L2,72,17,Agent,Yes,Offer1,0,364.80,Four-Door Car,Medsize
PE39479,Manama,Bahrain,Urban,M,Married,College,Employed,"88,592.00",6-Feb-11,"18,321.42",Extended,76.00,2,Corporate Auto,Corporate L3,1,19,Branch,No,Offer1,0,199.80,Four-Door Car,Large
AO46433,Riffa,Bahrain,Suburban,F,Married,Bachelor,Unemployed,0.00,20-Jan-11,"8,078.53",Premium,114.00,5,Personal Auto,Personal L2,39,1,Branch,No,Offer1,1,547.20,Four-Door Car,Medsize
CD71502,Saar,Bahrain,Suburban,M,Divorced,High School or Below,Unemployed,0.00,28-Feb-11,"3,664.22",Basic,103.00,1,Personal Auto,Personal L3,75,8,Branch,No,Offer1,0,642.77,SUV,Medsize
ZS94723,Saar,Bahrain,Suburban,F,Single,High School or Below,Unemployed,0.00,5-Feb-11,"2,960.03",Extended,82.00,1,Personal Auto,Personal L2,28,0,Agent,No,Offer1,0,590.40,Four-Door Car,Medsize
EV32492,Saar,Bahrain,Suburban,M,Divorced,Bachelor,Employed,"49,136.00",1-Feb-11,"2,496.17",Basic,64.00,1,Personal Auto,Personal L1,95,7,Web,No,Offer4,0,307.20,Four-Door Car,Medsize
IW27109,Jaww,Bahrain,Suburban,M,Single,College,Unemployed,0.00,11-Jan-11,"4,650.68",Basic,68.00,3,Personal Auto,Personal L3,66,17,Agent,No,Offer1,0,722.88,Two-Door Car,Medsize
XX37955,Sitra,Bahrain,Suburban,M,Married,College,Employed,"67,627.00",22-Feb-11,"14,002.38",Basic,117.00,2,Corporate Auto,Corporate L2,43,5,Call Center,No,Offer4,0,561.60,SUV,Medsize
MO68226,Riffa,Bahrain,Rural,F,Married,College,Employed,"70,263.00",28-Jan-11,"7,462.93",Extended,93.00,5,Personal Auto,Personal L2,66,30,Call Center,Yes,Offer2,0,7.35,Two-Door Car,Small
HY86417,Saar,Bahrain,Suburban,F,Married,College,Employed,"74,126.00",13-Feb-11,"3,653.70",Extended,90.00,1,Corporate Auto,Corporate L3,76,14,Call Center,No,Offer2,0,478.75,Two-Door Car,Medsize
WI14444,Riffa,Bahrain,Urban,F,Married,High School or Below,Employed,"74,286.00",27-Feb-11,"5,638.54",Basic,70.00,3,Personal Auto,Personal L1,0,27,Agent,No,Offer4,0,277.59,Two-Door Car,Medsize
XC72555,Jaww,Bahrain,Urban,F,Married,High School or Below,Employed,"97,949.00",21-Jan-11,"4,475.05",Basic,112.00,1,Personal Auto,Personal L3,13,9,Web,No,Offer4,3,324.81,SUV,Small
SZ37147,Riffa,Bahrain,Suburban,M,Single,Bachelor,Employed,"41,005.00",21-Jan-11,"2,719.85",Basic,70.00,1,Personal Auto,Personal L1,37,22,Branch,No,Offer4,0,336.00,Four-Door Car,Medsize
HF44881,Saar,Bahrain,Suburban,M,Single,High School or Below,Employed,"29,875.00",6-Jan-11,"4,542.41",Basic,119.00,1,Corporate Auto,Corporate L2,36,9,Web,No,Offer1,1,571.20,Sports Car,Medsize
GA98025,Saar,Bahrain,Suburban,M,Single,Bachelor,Retired,"26,121.00",4-Feb-11,"12,875.60",Basic,119.00,2,Personal Auto,Personal L2,51,12,Call Center,No,Offer1,0,754.12,SUV,Medsize
